age,type,origin,rarity
1137,3,2,1.22578
787,0,1,1.2258
777,3,1,1.22587
791,1,3,1.22589
796,4,6,1.22605
797,2,4,1.2261
796,4,0,1.22618
778,0,5,1.2262
782,3,5,1.2263
782,0,2,1.22643
790,0,1,1.22677
783,2,6,1.22689
790,2,1,1.2269
781,3,6,1.22717
781,4,5,1.22717
796,0,4,1.22738
788,0,6,1.22745
782,3,1,1.22749
786,0,2,1.22773
780,2,3,1.22777
784,1,4,1.22801
785,1,4,1.22834
799,0,4,1.22835
795,0,0,1.22839
797,3,3,1.2285
816,1,1,1.22862
805,2,4,1.22869
789,2,6,1.22884
796,2,1,1.22884
817,1,1,1.22894
793,0,3,1.2292
794,0,6,1.22939
788,4,5,1.22944
800,4,3,1.2296
803,0,4,1.22964
806,2,2,1.22968
790,4,5,1.23009
800,2,1,1.23014
796,0,3,1.23017
799,1,5,1.23021
791,3,6,1.23042
801,2,1,1.23046
790,4,4,1.23049
792,0,5,1.23074
806,1,3,1.23074
801,1,5,1.23086
805,4,3,1.23122
801,1,0,1.23126
794,0,5,1.23139
806,3,3,1.23141
825,1,1,1.23152
797,2,0,1.23156
809,0,4,1.23158
795,3,6,1.23171
795,3,1,1.23171
801,0,3,1.23179
804,1,5,1.23183
807,4,3,1.23187
804,1,0,1.23223
797,0,5,1.23236
801,0,2,1.23259
795,2,3,1.23265
798,4,5,1.23269
802,3,5,1.23279
810,4,3,1.23284
809,2,1,1.23305
807,1,0,1.2332
801,3,6,1.23366
816,0,4,1.23384
803,1,4,1.23418
809,0,6,1.23425
834,1,1,1.23442
815,1,6,1.23446
807,0,2,1.23454
818,1,3,1.23462
807,3,0,1.23467
812,4,1,1.23469
810,0,3,1.23471
822,2,2,1.23485
808,0,2,1.23486
811,0,6,1.2349
819,1,3,1.23495
819,2,5,1.23508
825,2,4,1.23514
828,3,4,1.23531
816,2,1,1.23532
825,2,2,1.23581
827,4,0,1.23619
806,1,2,1.23622
824,4,2,1.2363
813,0,2,1.23649
807,1,2,1.23654
810,3,6,1.23658
808,1,2,1.23687
819,4,1,1.23696
812,1,4,1.2371
829,3,2,1.23724
827,4,2,1.23727
831,4,0,1.23748
835,3,4,1.23757
820,0,6,1.23782
836,3,4,1.23789
828,2,5,1.23799
825,0,0,1.2381
833,4,0,1.23813
815,0,5,1.23821
815,3,6,1.23821
837,3,4,1.23821
818,2,6,1.23824
835,4,6,1.23864
828,1,6,1.23866
814,1,2,1.23882
817,3,1,1.23885
817,4,5,1.23885
848,1,1,1.23893
817,4,4,1.23926
829,0,0,1.23939
819,4,5,1.2395
819,0,5,1.2395
834,4,2,1.23953
834,1,3,1.2398
832,3,3,1.23982
830,2,1,1.23985
838,2,2,1.24001
831,0,1,1.24004
839,4,0,1.24007
818,1,2,1.24012
835,1,3,1.24012
843,3,4,1.24015
821,3,6,1.24015
827,0,3,1.24022
822,1,4,1.24034
840,4,0,1.24039
844,3,4,1.24047
839,3,2,1.24047
830,4,1,1.24052
823,0,5,1.2408
826,2,6,1.24084
822,4,4,1.24088
835,1,6,1.24093
826,2,0,1.24097
824,1,4,1.24099
830,0,3,1.24119
835,0,0,1.24133
843,4,0,1.24136
839,1,3,1.24142
845,2,4,1.2416
833,1,0,1.24163
836,2,1,1.24179
833,0,6,1.24203
842,4,2,1.24212
833,0,3,1.24216
831,3,5,1.24219
847,4,0,1.24265
826,2,3,1.24272
861,1,1,1.24311
836,0,3,1.24314
831,0,5,1.2434
846,4,2,1.24341
845,2,5,1.24349
849,3,2,1.2437
847,4,2,1.24373
842,2,1,1.24373
863,1,1,1.24376
844,1,6,1.24384
852,2,4,1.24386
833,4,5,1.24405
864,1,1,1.24408
837,3,0,1.2444
850,4,2,1.2447
838,2,6,1.24473
853,2,2,1.24486
838,2,0,1.24486
846,0,0,1.24489
833,1,2,1.24499
833,2,3,1.24499
836,4,5,1.24502
855,4,6,1.2451
850,2,5,1.24511
845,1,5,1.24511
848,1,6,1.24514
837,1,4,1.24521
854,3,2,1.24532
843,0,3,1.24541
849,4,3,1.24546
848,0,1,1.24554
846,4,1,1.2457
850,1,6,1.24578
853,0,4,1.24581
839,0,5,1.24599
839,4,5,1.24599
842,3,0,1.24602
858,4,6,1.24607
853,2,5,1.24608
843,3,5,1.24608
851,1,6,1.24611
856,4,2,1.24664
852,0,0,1.24684
854,4,3,1.24708
862,2,4,1.24709
853,0,1,1.24716
843,4,5,1.24729
843,3,6,1.24729
862,4,6,1.24736
847,0,2,1.24751
858,1,3,1.24756
866,3,4,1.24757
856,3,3,1.24759
844,4,5,1.24762
863,4,0,1.24782
848,0,2,1.24784
866,2,4,1.24838
864,2,2,1.24842
861,1,3,1.24853
847,0,5,1.24859
1214,1,4,1.24859
856,1,5,1.24867
851,3,5,1.24867
859,1,6,1.2487
862,0,4,1.24872
866,4,0,1.24879
865,3,2,1.24887
851,3,0,1.24894
859,0,0,1.2491
849,3,6,1.24924
863,2,5,1.24931
864,1,3,1.2495
872,3,4,1.24951
881,1,1,1.24955
865,1,3,1.24982
851,0,5,1.24989
855,3,5,1.24997
869,2,2,1.25003
866,2,5,1.25028
851,4,4,1.25029
856,3,0,1.25057
873,2,4,1.25064
856,2,0,1.2507
854,1,4,1.25073
854,4,5,1.25086
863,1,5,1.25094
855,4,5,1.25119
864,1,5,1.25126
874,2,2,1.25165
874,3,2,1.25178
854,1,2,1.25181
857,4,5,1.25184
864,0,6,1.25208
870,1,6,1.25225
878,4,0,1.25267
857,1,2,1.25278
870,2,1,1.2528
860,4,5,1.25281
863,2,6,1.25284
863,2,0,1.25297
879,4,0,1.25299
881,2,4,1.25323
893,1,1,1.25341
862,0,5,1.25346
870,4,1,1.25348
882,2,4,1.25355
873,0,1,1.25363
880,3,2,1.25372
875,3,3,1.25374
881,2,2,1.25391
883,4,6,1.25415
879,2,5,1.25449
877,4,3,1.25452
876,0,0,1.2546
863,1,2,1.25473
878,1,6,1.25484
870,2,6,1.25511
886,4,6,1.25511
879,4,3,1.25517
882,0,4,1.25518
870,2,0,1.25524
890,3,4,1.25531
887,4,6,1.25544
886,2,2,1.25552
869,0,5,1.25573
881,4,3,1.25581
870,3,1,1.25606
873,3,0,1.25608
888,2,2,1.25617
893,3,4,1.25628
885,1,3,1.25629
874,3,0,1.2564
885,2,5,1.25643
892,2,4,1.25678
876,0,2,1.25692
887,1,3,1.25694
884,0,1,1.25719
889,0,4,1.25745
875,0,5,1.25768
894,4,6,1.2577
878,2,6,1.2577
884,1,5,1.25774
879,3,5,1.25775
878,2,0,1.25784
888,3,3,1.25794
899,3,4,1.25822
880,2,6,1.25835
880,3,0,1.25835
889,4,3,1.2584
881,0,2,1.25854
897,4,0,1.2588
885,0,6,1.25888
910,1,1,1.25889
879,4,5,1.25898
898,4,6,1.25899
911,1,1,1.25921
892,3,3,1.25924
895,4,2,1.25925
888,4,1,1.25931
883,2,6,1.25932
891,0,0,1.25946
881,1,4,1.25949
889,4,1,1.25963
892,0,0,1.25978
904,3,4,1.25983
885,0,2,1.25983
888,0,6,1.25985
913,1,1,1.25985
883,3,6,1.26028
889,0,3,1.26031
891,1,0,1.26041
884,3,6,1.2606
884,3,1,1.2606
903,4,6,1.2606
885,1,4,1.26079
885,3,1,1.26092
886,1,4,1.26111
889,0,2,1.26113
898,4,3,1.26131
904,3,2,1.26148
905,3,2,1.2618
907,4,6,1.2619
896,4,1,1.2619
888,3,6,1.2619
888,4,5,1.2619
903,0,4,1.26197
903,1,3,1.26211
886,2,3,1.2622
903,2,5,1.26225
901,4,3,1.26229
912,3,4,1.26241
887,2,3,1.26253
893,3,0,1.26257
905,1,3,1.26276
906,4,2,1.26281
891,4,5,1.26287
899,1,0,1.26301
914,3,4,1.26306
923,1,1,1.26307
889,2,3,1.26318
900,1,0,1.26333
890,2,3,1.2635
901,4,1,1.26352
905,4,3,1.26358
897,3,5,1.26359
911,2,2,1.2636
906,3,3,1.26377
897,2,6,1.26386
900,0,3,1.26388
912,2,2,1.26392
902,1,0,1.26398
905,0,0,1.26399
897,2,0,1.264
895,4,5,1.26417
907,1,6,1.26423
910,0,4,1.26424
894,4,4,1.26426
903,1,0,1.2643
899,0,2,1.26437
911,4,2,1.26442
906,2,1,1.26445
896,3,1,1.26449
917,2,4,1.26485
906,1,5,1.26486
896,4,4,1.2649
930,1,1,1.26533
911,3,3,1.26538
896,2,3,1.26545
913,2,5,1.26548
902,2,6,1.26548
902,3,0,1.26548
908,1,5,1.26551
914,1,3,1.26567
899,4,4,1.26588
901,3,6,1.26612
901,3,1,1.26612
912,0,0,1.26626
933,1,1,1.26629
912,2,1,1.26639
913,0,0,1.26658
911,4,1,1.26676
907,3,5,1.26683
901,2,3,1.26708
904,0,5,1.26709
922,2,2,1.26715
905,1,4,1.26728
920,4,2,1.26733
915,2,1,1.26737
902,1,2,1.2674
913,1,0,1.26754
920,1,3,1.26761
909,0,2,1.26762
918,3,3,1.26765
906,0,5,1.26774
924,3,2,1.26794
917,2,1,1.26801
915,4,1,1.26805
918,0,1,1.2682
939,1,1,1.26822
925,3,2,1.26826
920,3,3,1.2683
905,1,2,1.26837
917,4,1,1.2687
909,3,6,1.26871
912,2,6,1.26873
927,2,2,1.26877
920,0,1,1.26885
916,0,6,1.26893
922,3,3,1.26894
928,2,2,1.26909
909,4,4,1.26913
911,1,4,1.26923
919,4,1,1.26935
908,2,3,1.26935
911,0,5,1.26936
920,1,5,1.2694
932,2,4,1.2697
924,4,3,1.26973
923,0,1,1.26982
935,3,4,1.26984
919,0,6,1.2699
928,0,4,1.27006
917,2,6,1.27035
925,0,1,1.27046
912,1,2,1.27065
915,4,5,1.27066
923,1,0,1.27078
933,3,2,1.27085
916,3,1,1.27099
916,0,5,1.27099
935,4,0,1.27108
931,2,5,1.2713
917,3,6,1.27131
926,1,5,1.27134
929,4,3,1.27135
918,3,6,1.27164
919,3,6,1.27196
931,4,3,1.27199
930,0,0,1.27208
938,3,2,1.27246
936,4,2,1.27251
921,3,6,1.27261
944,3,4,1.27274
940,3,2,1.27311
937,2,5,1.27324
935,4,3,1.27329
955,1,1,1.27338
934,0,0,1.27338
938,1,3,1.27343
943,4,6,1.27352
928,3,5,1.27364
943,4,0,1.27366
928,3,0,1.27392
948,3,4,1.27403
928,2,0,1.27405
923,1,2,1.27422
926,4,5,1.27423
958,1,1,1.27434
942,4,2,1.27445
941,2,5,1.27454
924,1,2,1.27455
938,0,1,1.27467
931,0,2,1.27475
925,2,3,1.27487
943,1,3,1.27505
943,2,5,1.27518
932,2,0,1.27535
930,1,4,1.27539
942,4,3,1.27555
941,0,1,1.27564
953,3,4,1.27564
947,4,2,1.27606
940,4,1,1.27615
952,2,4,1.27615
932,0,5,1.27618
946,3,3,1.27671
946,4,3,1.27685
966,1,1,1.27692
935,1,4,1.27701
938,0,2,1.27702
950,4,2,1.27703
950,1,3,1.27731
942,0,3,1.27749
955,4,0,1.27754
968,1,1,1.27756
940,0,2,1.27767
951,2,5,1.27777
937,3,6,1.2778
945,1,0,1.27791
950,3,3,1.278
957,4,6,1.27805
941,3,0,1.27813
950,4,3,1.27814
941,2,0,1.27827
945,0,3,1.27846
954,0,4,1.27846
942,2,0,1.27859
948,4,1,1.27874
955,2,5,1.27907
938,2,3,1.27909
941,3,1,1.2791
944,2,0,1.27924
957,4,2,1.2793
957,1,3,1.27957
963,2,4,1.27971
947,3,5,1.2798
947,0,2,1.27994
964,2,4,1.28003
941,1,2,1.28007
944,3,6,1.28007
944,3,1,1.28007
955,0,0,1.28018
965,2,4,1.28035
952,0,6,1.28059
965,4,0,1.28077
969,3,4,1.28081
962,0,4,1.28105
950,3,0,1.28105
959,1,6,1.28105
959,4,3,1.28105
953,0,3,1.28105
966,4,0,1.28109
965,3,2,1.28119
960,3,3,1.28124
963,0,4,1.28137
968,4,0,1.28174
965,4,2,1.28188
958,4,1,1.28198
968,2,2,1.28202
947,2,3,1.28202
959,1,5,1.28203
982,1,1,1.28207
950,4,4,1.28244
964,3,3,1.28253
949,2,3,1.28267
971,4,0,1.28271
953,1,4,1.28286
953,3,6,1.28299
966,3,3,1.28318
969,0,4,1.28331
966,1,6,1.28332
973,4,0,1.28335
986,1,1,1.28336
965,0,0,1.28341
957,2,0,1.28346
963,4,1,1.2836
978,3,4,1.28371
973,3,2,1.28377
970,1,3,1.28378
956,1,4,1.28383
974,2,2,1.28395
953,2,3,1.28397
969,3,3,1.28415
954,2,3,1.28429
980,3,4,1.28436
965,1,0,1.28439
973,4,2,1.28447
976,2,2,1.2846
955,2,3,1.28462
961,2,6,1.28462
974,4,2,1.28479
959,1,4,1.2848
956,1,2,1.28494
965,0,3,1.28494
991,1,1,1.28497
970,0,0,1.28503
974,1,3,1.28507
980,2,4,1.2852
975,0,4,1.28525
969,1,5,1.28526
976,4,2,1.28544
973,3,3,1.28544
969,4,1,1.28554
961,3,1,1.28559
981,4,6,1.2858
980,2,2,1.28589
962,3,1,1.28592
969,0,6,1.2861
973,2,1,1.28614
971,4,1,1.28619
981,3,2,1.28636
982,2,2,1.28654
961,2,3,1.28656
975,0,1,1.28665
962,2,3,1.28689
984,4,0,1.28691
988,3,4,1.28694
976,0,0,1.28697
973,1,0,1.28698
984,2,2,1.28719
980,4,3,1.28785
980,1,6,1.28785
979,0,1,1.28794
984,4,2,1.28802
966,1,2,1.28819
968,4,4,1.28828
987,3,2,1.28829
982,1,6,1.2885
1002,1,1,1.28851
970,0,5,1.28851
986,2,5,1.28909
972,3,1,1.28916
973,1,4,1.28935
982,1,5,1.28947
981,1,0,1.28957
988,1,3,1.2896
988,2,5,1.28974
982,4,1,1.28975
974,4,5,1.28981
971,2,3,1.28981
994,4,6,1.29
981,0,3,1.29013
983,1,0,1.29022
974,4,4,1.29023
979,2,6,1.29046
984,1,0,1.29054
997,2,4,1.29068
991,2,5,1.29071
989,4,3,1.29076
984,0,6,1.29096
1010,1,1,1.29108
978,3,6,1.29111
990,0,1,1.2915
987,1,0,1.29151
995,0,4,1.29172
979,4,4,1.29185
983,2,0,1.29189
999,2,2,1.29203
1000,4,0,1.29207
985,0,2,1.29226
992,2,1,1.29229
985,3,0,1.2924
982,3,6,1.29241
1005,3,4,1.29243
993,2,1,1.29262
983,4,5,1.29273
991,1,0,1.29281
990,0,6,1.2929
987,0,2,1.29291
1004,2,4,1.29295
981,2,3,1.29306
982,2,3,1.29339
989,3,5,1.29342
986,3,6,1.29371
997,0,0,1.29377
1006,4,6,1.29387
990,0,2,1.29388
991,3,5,1.29407
995,1,0,1.2941
1002,1,3,1.29412
994,0,6,1.2942
1008,2,4,1.29424
996,4,1,1.29429
1007,4,0,1.29434
985,1,2,1.29436
1021,1,1,1.29463
1004,0,4,1.29463
986,2,3,1.29468
1007,3,2,1.29476
993,2,6,1.295
990,3,6,1.295
998,1,0,1.29508
991,3,1,1.29533
995,3,5,1.29537
1007,4,2,1.29546
1011,4,0,1.29563
993,1,4,1.29584
1011,2,2,1.29591
996,3,0,1.29597
997,0,2,1.29615
1014,2,4,1.29617
1002,4,1,1.29623
1009,0,4,1.29625
1006,1,6,1.29626
994,3,1,1.2963
1012,3,2,1.29637
997,2,0,1.29643
1007,3,3,1.29644
995,1,4,1.29649
1018,3,4,1.29662
1015,4,6,1.29678
1016,2,4,1.29682
1004,1,0,1.29702
1009,3,3,1.29709
1008,0,0,1.29733
1005,1,0,1.29734
1001,0,2,1.29745
1009,0,1,1.29765
1022,3,4,1.29791
1010,0,0,1.29798
1002,2,0,1.29806
1006,0,6,1.29809
1012,1,6,1.2982
1000,3,6,1.29825
1011,0,1,1.2983
1012,0,1,1.29863
1020,2,2,1.29882
1010,4,1,1.29882
1002,0,5,1.2989
1013,0,0,1.29895
1020,3,2,1.29896
1001,4,4,1.29899
1014,0,1,1.29927
1004,0,5,1.29955
1015,0,0,1.2996
1008,3,0,1.29986
1021,0,4,1.30013
1009,3,0,1.30019
1009,2,0,1.30033
1019,3,3,1.30033
1017,2,1,1.30038
1018,0,1,1.30057
1020,3,3,1.30065
1011,0,2,1.30069
1008,1,4,1.30071
1020,4,3,1.30079
1008,4,5,1.30085
1005,2,3,1.30086
1019,0,1,1.30089
1015,0,6,1.301
1009,4,5,1.30117
1020,0,0,1.30121
1013,0,2,1.30134
1028,2,2,1.3014
1022,1,6,1.30144
1007,1,2,1.30151
1021,0,0,1.30154
1009,4,4,1.30159
1017,0,6,1.30165
1023,1,6,1.30176
1022,0,0,1.30186
1026,1,3,1.30189
1027,4,2,1.30193
1024,3,3,1.30194
1014,2,0,1.30195
1018,0,6,1.30198
1032,2,4,1.30199
1024,4,3,1.30209
1016,0,2,1.30232
1031,2,2,1.30237
1016,3,0,1.30246
1013,3,1,1.30247
1026,3,3,1.30259
1022,1,0,1.30285
1018,3,0,1.3031
1036,2,4,1.30328
1035,4,0,1.30338
1016,4,5,1.30344
1013,1,2,1.30345
1027,0,1,1.30348
1029,1,6,1.3037
1017,0,5,1.30377
1021,3,5,1.3038
1032,2,5,1.30397
1031,3,3,1.30421
1034,0,4,1.30433
1019,4,5,1.30442
1016,1,2,1.30443
1030,0,0,1.30445
1039,4,6,1.30453
1032,1,6,1.30467
1027,0,6,1.30489
1021,1,4,1.30492
1039,2,2,1.30496
1030,1,5,1.30502
1032,0,1,1.3051
1045,3,4,1.30533
1022,0,5,1.30539
1019,1,2,1.3054
1040,3,2,1.30542
1037,1,3,1.30544
1046,3,4,1.30566
1041,3,2,1.30574
1027,0,2,1.30588
1056,1,1,1.30589
1024,4,5,1.30604
1035,0,1,1.30607
1044,4,6,1.30615
1031,0,6,1.30619
1044,4,0,1.30629
1045,4,6,1.30647
1029,3,0,1.30667
1030,3,5,1.30671
1042,4,2,1.30678
1037,2,1,1.30686
1059,1,1,1.30686
1027,4,5,1.30701
1045,3,2,1.30704
1034,0,6,1.30716
1036,4,1,1.30724
1031,2,6,1.30732
1041,3,3,1.30744
1041,1,6,1.30759
1035,0,3,1.30763
1028,4,4,1.30776
1036,0,6,1.30781
1030,3,1,1.30799
1041,0,1,1.30801
1031,3,1,1.30831
1044,1,6,1.30856
1029,2,3,1.30865
1050,3,2,1.30865
1040,1,0,1.30868
1045,4,3,1.30888
1033,0,5,1.30896
1053,4,6,1.30905
1046,3,3,1.30906
1054,2,4,1.30909
1052,2,2,1.30916
1034,0,5,1.30928
1031,1,2,1.3093
1033,4,4,1.30938
1050,0,4,1.3095
1043,1,0,1.30965
1051,0,4,1.30983
1033,2,3,1.30995
1043,0,6,1.31008
1037,3,1,1.31026
1038,3,1,1.31058
1042,0,2,1.31075
1039,3,6,1.31091
1055,4,2,1.31098
1052,3,3,1.311
1060,2,4,1.31103
1058,3,2,1.31124
1044,3,5,1.31125
1056,4,2,1.3113
1051,2,1,1.31139
1055,2,5,1.31141
1059,3,2,1.31156
1061,4,6,1.31164
1052,2,1,1.31171
1045,2,6,1.31186
1039,1,2,1.3119
1041,4,4,1.31198
1049,0,6,1.31202
1046,0,2,1.31204
1055,1,6,1.31212
1061,3,2,1.31221
1040,1,2,1.31222
1063,4,6,1.31228
1056,3,3,1.3123
1059,0,4,1.31241
1047,3,0,1.31251
1054,1,5,1.31279
1044,4,4,1.31296
1056,2,1,1.31301
1046,1,4,1.31304
1079,1,1,1.3133
1050,0,2,1.31334
1047,1,4,1.31336
1059,4,3,1.31341
1056,1,5,1.31344
1044,2,3,1.31352
1060,3,3,1.31359
1060,4,3,1.31373
1060,1,6,1.31373
1047,4,4,1.31393
1051,2,0,1.31395
1057,1,0,1.31419
1060,2,1,1.3143
1054,3,5,1.3145
1058,1,0,1.31451
1049,4,4,1.31458
1071,2,4,1.31458
1083,1,1,1.31459
1060,1,5,1.31473
1055,3,5,1.31482
1071,4,6,1.31487
1058,0,3,1.31508
1070,3,2,1.31511
1052,4,5,1.31513
1053,0,5,1.31545
1064,0,1,1.31546
1074,2,4,1.31555
1068,2,5,1.31561
1073,4,0,1.31565
1065,0,1,1.31578
1066,0,1,1.3161
1063,1,0,1.31613
1056,4,5,1.31642
1067,2,1,1.31657
1080,3,4,1.31663
1069,4,3,1.31665
1078,2,4,1.31684
1068,2,1,1.31689
1073,1,3,1.31708
1071,3,3,1.31715
1077,2,2,1.31723
1078,4,0,1.31727
1079,4,0,1.31759
1063,2,6,1.3177
1079,2,2,1.31788
1077,4,2,1.31809
1082,2,4,1.31813
1072,2,1,1.31819
1070,4,1,1.31826
1074,4,3,1.31826
1059,2,3,1.3184
1061,4,4,1.31848
1069,0,6,1.3185
1082,4,0,1.31856
1071,4,1,1.31858
1078,2,5,1.31884
1079,1,3,1.31902
1084,4,6,1.31906
1097,1,1,1.3191
1071,0,6,1.31915
1084,4,0,1.31921
1077,0,0,1.31966
1077,0,1,1.31966
1074,1,0,1.31969
1073,0,6,1.3198
1067,1,4,1.31985
1078,0,1,1.31999
1080,3,3,1.32006
1068,3,6,1.32032
1068,0,5,1.32032
1084,4,2,1.32035
1077,4,1,1.32052
1072,2,6,1.32062
1069,3,1,1.32064
1086,4,2,1.321
1074,2,6,1.32127
1087,4,2,1.32132
1081,4,1,1.32182
1074,1,4,1.32212
1074,3,1,1.32227
1093,2,2,1.3224
1090,1,3,1.32258
1091,4,2,1.32262
1082,0,6,1.32272
1091,1,3,1.3229
1076,3,6,1.32292
1095,2,2,1.32305
1089,4,3,1.32312
1088,0,1,1.32323
1074,2,3,1.32327
1093,0,4,1.32341
1081,3,0,1.32354
1078,3,1,1.32357
1098,4,0,1.32373
1085,0,3,1.32383
1082,2,6,1.32386
1090,0,1,1.32387
1079,3,6,1.32389
1094,2,5,1.32402
1083,0,2,1.32404
1084,3,5,1.32422
1096,4,2,1.32423
1087,0,3,1.32448
1084,3,0,1.32451
1092,0,1,1.32452
1081,3,6,1.32454
1089,1,0,1.32455
1102,2,4,1.32459
1092,2,1,1.32466
1100,2,2,1.32466
1085,0,2,1.32469
1085,2,6,1.32483
1095,4,3,1.32506
1094,0,0,1.32517
1099,4,2,1.3252
1086,2,0,1.3253
1102,2,2,1.32531
1087,0,2,1.32534
1103,4,0,1.32535
1090,0,3,1.32545
1087,3,0,1.32548
1088,0,2,1.32566
1101,4,2,1.32585
1099,3,3,1.32621
1093,0,6,1.32628
1093,0,3,1.32642
1088,3,1,1.32681
1087,4,4,1.32692
1103,2,5,1.32693
1092,2,6,1.3271
1110,4,6,1.32746
1094,3,5,1.32747
1105,2,5,1.32758
1091,1,4,1.32764
1100,1,5,1.32768
1097,0,3,1.32772
1099,1,0,1.32779
1102,2,1,1.3279
1095,0,2,1.32793
1092,3,1,1.32811
1111,2,2,1.32822
1104,0,0,1.3284
1097,3,5,1.32844
1097,3,0,1.32873
1110,0,4,1.3289
1098,0,2,1.32891
1095,1,4,1.32894
1107,1,6,1.32894
1092,2,3,1.32911
1111,0,4,1.32923
1099,0,2,1.32923
1105,1,5,1.3293
1102,0,3,1.32934
1109,1,6,1.32959
1100,3,0,1.3297
1130,1,1,1.32972
1113,0,4,1.32987
1113,1,3,1.33002
1101,2,6,1.33002
1101,3,0,1.33002
1119,2,4,1.33008
1110,0,1,1.33035
1099,3,6,1.33038
1118,2,2,1.33048
1100,3,1,1.33071
1097,1,2,1.33074
1116,0,4,1.33084
1109,4,1,1.33089
1119,3,2,1.33095
1114,3,3,1.33106
1117,0,4,1.33117
1111,1,5,1.33125
1135,1,1,1.33133
1102,4,5,1.33135
1105,2,0,1.33146
1114,0,1,1.33164
1103,3,6,1.33168
1100,1,2,1.33171
1114,2,1,1.33179
1119,0,4,1.33181
1112,4,1,1.33186
1124,4,6,1.33198
1104,3,1,1.332
1113,4,1,1.33218
1114,1,5,1.33222
1108,3,0,1.33229
1108,2,6,1.33229
1120,2,5,1.33243
1125,4,0,1.33245
1114,4,1,1.33251
1117,0,0,1.33261
1114,1,0,1.33265
1121,2,5,1.33275
1113,0,6,1.33276
1123,4,2,1.33296
1127,4,0,1.3331
1117,1,5,1.33319
1128,4,6,1.33328
1121,3,3,1.33333
1109,1,4,1.33348
1112,3,0,1.33359
1113,3,5,1.33363
1122,4,3,1.3338
1119,1,5,1.33384
1130,4,6,1.33392
1107,2,3,1.33399
1123,4,3,1.33412
1122,2,1,1.33438
1123,0,1,1.33455
1128,4,2,1.33458
1131,2,2,1.33468
1136,3,4,1.3347
1125,1,6,1.33477
1129,4,2,1.3349
1126,3,3,1.33495
1110,1,2,1.33496
1132,2,2,1.335
1128,2,5,1.33501
1133,4,0,1.33504
1132,3,2,1.33515
1125,0,0,1.3352
1133,2,2,1.33533
1131,4,2,1.33555
1119,3,5,1.33557
1127,0,0,1.33585
1119,2,6,1.33586
1129,3,3,1.33592
1113,1,2,1.33593
1135,2,2,1.33597
1125,4,1,1.33607
1120,3,0,1.33618
1120,2,6,1.33618
1121,0,2,1.33636
1124,0,3,1.33647
1121,3,0,1.33651
1142,3,4,1.33664
1122,0,2,1.33669
1131,1,6,1.33671
1130,0,1,1.33682
1143,3,4,1.33696
1131,0,0,1.33714
1124,0,2,1.33734
1133,1,6,1.33736
1127,0,3,1.33744
1125,3,5,1.33752
1137,2,5,1.33792
1138,0,4,1.33796
1120,1,2,1.33821
1122,4,4,1.33828
1127,0,2,1.33831
1133,1,5,1.33837
1135,0,0,1.33844
1145,2,4,1.33848
1121,1,2,1.33853
1141,4,2,1.33878
1125,3,6,1.33882
1130,3,5,1.33914
1126,3,1,1.33914
1139,3,3,1.33915
1142,0,4,1.33925
1131,3,5,1.33946
1140,4,3,1.33962
1128,3,6,1.33979
1125,1,2,1.33983
1125,2,3,1.33983
1149,4,6,1.34006
1150,2,4,1.34009
1129,3,1,1.34012
1146,4,2,1.3404
1133,3,0,1.3404
1130,3,1,1.34044
1150,4,0,1.34053
1143,1,6,1.34059
1139,4,1,1.3406
1151,4,6,1.3407
1134,2,6,1.34073
1131,3,1,1.34077
1135,0,2,1.3409
1141,1,5,1.34096
1143,0,0,1.34103
1135,2,6,1.34105
1131,4,4,1.3412
1145,4,3,1.34124
1152,2,2,1.34146
1134,1,4,1.3416
1143,1,5,1.34161
1150,4,2,1.34169
1138,3,5,1.34173
1131,2,3,1.34178
1153,2,2,1.34179
1145,2,1,1.34182
1147,4,3,1.34189
1139,3,5,1.34206
1144,4,1,1.34222
1136,1,4,1.34224
1147,0,1,1.34232
1135,4,4,1.3425
1145,4,1,1.34255
1152,1,3,1.34263
1146,4,1,1.34287
1141,3,0,1.343
1159,2,4,1.343
1138,3,1,1.34304
1135,1,2,1.34308
1137,4,4,1.34315
1151,1,6,1.34318
1154,1,3,1.34328
1139,3,6,1.34336
1136,2,3,1.34341
1150,2,1,1.34344
1151,0,0,1.34362
1137,2,3,1.34373
1174,1,1,1.34389
1165,3,4,1.34406
1148,0,6,1.3441
1154,1,6,1.34415
1160,3,2,1.3442
1142,3,6,1.34434
1162,4,0,1.3444
1143,1,4,1.34452
1161,3,2,1.34452
1163,4,6,1.34458
1151,1,0,1.34464
1156,3,3,1.34465
1143,3,1,1.34466
1159,0,4,1.34475
1146,2,0,1.34476
1152,1,0,1.34496
1160,0,4,1.34507
1165,2,2,1.34566
1155,4,1,1.34579
1156,1,5,1.34582
1158,0,0,1.34588
1158,0,1,1.34588
1167,4,0,1.34602
1156,1,0,1.34626
1155,0,6,1.34637
1167,3,2,1.34646
1182,1,1,1.34646
1165,4,2,1.34654
1152,2,0,1.34671
1150,1,4,1.34679
1159,1,5,1.34679
1161,0,1,1.34685
1153,2,6,1.34689
1149,4,4,1.34705
1171,4,6,1.34716
1162,0,0,1.34718
1148,1,2,1.3473
1165,3,3,1.34756
1159,0,6,1.34767
1165,1,6,1.34771
1169,0,4,1.34798
1157,0,2,1.34804
1175,2,4,1.34816
1174,4,0,1.34828
1188,1,1,1.34839
1164,1,5,1.34841
1176,2,4,1.34849
